scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
Potamogeton sclerocarpus,Potamogetonaceae,Potamogeton sclerocarpus K.Schum.,Potamogetonaceae,Potamogeton sclerocarpus,K. Schum.,flowering plants,Accepted,Potamogetonaceae,K. Schum.,-9.383333,-40.8,NA,GBIF,MBM,MBM,MBM,MBM,3422,1
NA,Cyperaceae,Cyperus L.,Cyperaceae,Cyperus,L.,flowering plants,Accepted,Cyperaceae,L.,NA,NA,2012-01-03,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Mimosa brachycarpa,Fabaceae,Mimosa brachycarpa Benth.,Fabaceae,Mimosa brachycarpa,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-14.18,-52.17,1969-11-21,GBIF,US,US,US,Botany,3271,1
Eleocharis interstincta,Cyperaceae,Eleocharis interstincta (Vahl) Roem. & Schult.,Cyperaceae,Eleocharis interstincta,(Vahl) Roem. & Schult.,flowering plants,Accepted,Cyperaceae,(Vahl) Roem. & Schult.,-9.5728,-58.2449,2011-03-04,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
NA,Sapindaceae,Allophylus L.,Sapindaceae,Allophylus,L.,flowering plants,Accepted,Sapindaceae,L.,-25.433333,-49.05,2003-03-18,GBIF,UEM,UEM,UEM,HUEM,2180,1
Platymiscium floribundum,Fabaceae,Platymiscium floribundum Vogel,Fabaceae,Platymiscium floribundum,Vogel,flowering plants,Accepted,Fabaceae,Vogel,-23.663056,-46.7725,1992-11-20,GBIF,USP,USP,USP,SPF,3527,1
Baccharis anomala,Asteraceae,Baccharis anomala DC.,Asteraceae,Baccharis anomala,DC.,flowering plants,Accepted,Asteraceae,DC.,-25.138333,-53.827778,2015-06-18,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Siphocampylus imbricatus,Campanulaceae,Siphocampylus imbricatus G.Don,Campanulaceae,Siphocampylus imbricatus,G. Don,flowering plants,Accepted,Campanulaceae,G. Don,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Coussapoa microcarpa,Urticaceae,Coussapoa microcarpa (Schott) Rizzini,Urticaceae,Coussapoa microcarpa,(Schott) Rizzini,flowering plants,Accepted,Urticaceae,(Schott) Rizzini,-23.381058,-45.079622,2007-09-14,GBIF,IAC,IAC,IAC,IAC,3493,1
Paspalum polyphyllum,Poaceae,Paspalum polyphyllum Nees ex Trin.,Poaceae,Paspalum polyphyllum,Nees ex Trin.,flowering plants,Accepted,Poaceae,Nees ex Trin.,-15.970861,-47.932583,2015-11-07,GBIF,UnB,UnB,UnB,UB,3120,1
Centrosema virginianum,Fabaceae,Centrosema virginianum (L.) Benth.,Fabaceae,Centrosema virginianum,NA,flowering plants,No opinion,Fabaceae,NA,-16.383333,-39.133333,1984-06-28,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
NA,Cyperaceae,Cyperus,Cyperaceae,Cyperus,L.,flowering plants,Accepted,Cyperaceae,L.,NA,NA,1991-12-10,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Acianthera teres,ORCHIDACEAE,Pleurothallis teres,Orchidaceae,Pleurothallis teres,Lindl.,flowering plants,Accepted,Orchidaceae,(Lindl.) Borba,NA,NA,1998-10-16,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Adiantum pentadactylon,Pteridaceae,Adiantum pentadactylon Langsd. & Fisch.,Pteridaceae,Adiantum pentadactylon,Langsd. & Fisch.,ferns and allies,Accepted,Pteridaceae,Langsd. & Fisch.,-27.000278,-48.690833,2010-11-11,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Lindsaea guianensis,Lindsaeaceae,Lindsaea guianensis (Aubl.) Dryand.,Lindsaeaceae,Lindsaea guianensis,(Aubl.) Dryand.,ferns and allies,Accepted,Lindsaeaceae,(Aubl.) Dryand.,-22,-49,1964-07-07,GBIF,UnB,UnB,UnB,UB,3120,1
Pombalia communis,Violaceae,Pombalia communis (A.St.-Hil.) Paula-Souza,Violaceae,Pombalia communis,(A. St.-Hil.) Paula-Souza,flowering plants,Accepted,Violaceae,(A. St.-Hil.) Paula-Souza,-7.925361,-39.078139,2011-03-23,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,1
Miconia gratissima,Melastomataceae,Miconia gratissima,Melastomataceae,Miconia gratissima,Benth. ex Triana,flowering plants,Accepted,Melastomataceae,Benth. ex Triana,-1,-54.5,1981-07-17,SpeciesLink,IBt,IBt,IBt,SP,971,1
NA,Sapotaceae,Pouteria Aubl. & Eyma,Sapotaceae,Pouteria,NA,flowering plants,Accepted,Sapotaceae,NA,NA,NA,2012-10-20,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Deguelia angulata,Fabaceae,Deguelia angulata (Ducke) A.M.G.Azevedo & R.A.Camargo,Fabaceae,Deguelia angulata,(Ducke) A.M.G. Azevedo & R.A. Camargo,flowering plants,Accepted,Fabaceae,(Ducke) A.M.G. Azevedo & R.A. Camargo,-4.0421,-69.353,2012-08-14,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Tapirira guianensis,Anacardiaceae,Tapirira guianensis Aubl.,Anacardiaceae,Tapirira guianensis,Aubl.,flowering plants,Accepted,Anacardiaceae,Aubl.,-22.925,-42.440555,2018-03-20,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Calopogonium mucunoides,Fabaceae,Calopogonium mucunoides Desv.,Fabaceae,Calopogonium mucunoides,Desv.,flowering plants,Accepted,Fabaceae,Desv.,-12.785277,-48.233888,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
NA,Cyperaceae,Cyperus L.,Cyperaceae,Cyperus,L.,flowering plants,Accepted,Cyperaceae,L.,NA,NA,2010-05-12,GBIF,IMA,IMA,IMA,MAC,2458,1
Solanum paniculatum,Solanaceae,Solanum paniculatum,Solanaceae,Solanum paniculatum,L.,flowering plants,Accepted,Solanaceae,L.,-7.135306,-38.601472,2010-08-25,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
Cyathea delgadii,Cyatheaceae,Cyathea delgadii Pohl & Sternb.,Cyatheaceae,Cyathea delgadii,Sternb.,ferns and allies,Accepted,Cyatheaceae,Sternb.,NA,NA,NA,GBIF,UNESC,UNESC,UNESC,CRI,2747,1
Swartzia apetala,Fabaceae,Swartzia apetala Raddi,Fabaceae,Swartzia apetala,Raddi,flowering plants,Accepted,Fabaceae,Raddi,-12.716667,-39.7,1996-09-28,GBIF,USP,USP,USP,SPF,3527,1
Syrrhopodon prolifer,Calymperaceae,Syrrhopodon prolifer,Calymperaceae,Syrrhopodon prolifer,Schwägr.,bryophytes,Accepted,Calymperaceae,Schwägr.,-25.438389,-48.919417,2011-04-21,SpeciesLink,PNFM,PNFM,PNFM,IRAI,1367,1
NA,Lamiaceae,Lamiaceae,Lamiaceae,Lamiaceae,Martinov,flowering plants,Accepted,Lamiaceae,Martinov,-14.35,-48.1,2007-07-22,GBIF,UFPR,UFPR,UFPR,UPCB,2201,1
Pombalia arenaria,Violaceae,Pombalia arenaria (Ule) Paula-Souza,Violaceae,Pombalia arenaria,(Ule) Paula-Souza,flowering plants,Accepted,Violaceae,(Ule) Paula-Souza,-9.805278,-37.684167,2010-04-19,GBIF,UCS,UCS,UCS,HUCS,3380,1
Croton floribundus,Euphorbiaceae,Croton floribundus,Euphorbiaceae,Croton floribundus,Spreng.,flowering plants,Accepted,Euphorbiaceae,Spreng.,-14.683333,-39.116667,2001-06-23,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
NA,Araceae,Lemna L.,Araceae,Lemna,L.,flowering plants,Accepted,Araceae,L.,-18.983333,-56.65,1987-07-08,GBIF,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP,2018,1
Begonia fruticosa,Begoniaceae,Begonia fruticosa A.DC.,Begoniaceae,Begonia fruticosa,A. DC.,flowering plants,Accepted,Begoniaceae,A. DC.,-27.27,-49.23,2009-10-13,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Qualea parviflora,Vochysiaceae,Qualea parviflora Mart.,Vochysiaceae,Qualea parviflora,Mart.,flowering plants,Accepted,Vochysiaceae,Mart.,-19.571056,-43.768139,1996-01-11,GBIF,USP,USP,USP,SPF,3527,1
NA,Poaceae,Poaceae,Poaceae,Poaceae,Barnhart,flowering plants,Accepted,Poaceae,Barnhart,-7.834444,-34.906139,2010-07-27,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Cordiera elliptica,Rubiaceae,Cordiera elliptica Kuntze,Rubiaceae,Cordiera elliptica,(Cham.) Kuntze,flowering plants,Accepted,Rubiaceae,(Cham.) Kuntze,-14.166667,-47.766667,1998-09-19,GBIF,UFG,UFG,UFG,UFG,3801,1
Octoblepharum cocuiense,Dicranaceae,"Octoblepharum cocuiense Mitten, 1869",Octoblepharaceae,Octoblepharum cocuiense,Mitt.,bryophytes,Accepted,Octoblepharaceae,Mitt.,-0.666667,-66.75,1979-07-05,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Chaetocalyx scandens,Fabaceae,Chaetocalyx scandens var. pubescens (DC.) Rudd,Fabaceae,Chaetocalyx scandens var. pubescens,(DC.) Rudd,flowering plants,Accepted,Fabaceae,(DC.) Rudd,-6.986333,-38.456306,2010-07-07,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,1
Sida linifolia,Malvaceae,Sida linifolia Cav.,Malvaceae,Sida linifolia,Cav.,flowering plants,Accepted,Malvaceae,Cav.,-11.162778,-40.497222,2009-04-20,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Calliandra mucugeana,Fabaceae,Calliandra mucugeana Renvoize,Fabaceae,Calliandra mucugeana,Renvoize,flowering plants,Accepted,Fabaceae,Renvoize,-13.005833,-41.389444,1994-02-20,GBIF,USP,USP,USP,SPF,3527,1
Micropterygium lechleri,Lepidoziaceae,Micropterygium lechleri Reimers,Lepidoziaceae,Micropterygium lechleri,Reimers,bryophytes,Accepted,Lepidoziaceae,Reimers,-14.18333,-47.86666,1988-07-21,MO,MO,MO,MO,NA,280,1
Ficus pertusa,Moraceae,Ficus pertusa L.f.,Moraceae,Ficus pertusa,L. f.,flowering plants,Accepted,Moraceae,L. f.,-19.647778,-46.951444,2000-05-31,GBIF,MN,MN,MN,R,2368,1
Declieuxia fruticosa,Rubiaceae,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,Declieuxia fruticosa,(Willd. ex Roem. & Schult.) Kuntze,flowering plants,Accepted,Rubiaceae,(Willd. ex Roem. & Schult.) Kuntze,-17.56944,-52.55083,NA,NY,NY,NY,NY,Herbarium,104,1
Declieuxia cacuminis,Rubiaceae,Declieuxia cacuminis var. glabra J.H.Kirkbr.,Rubiaceae,Declieuxia cacuminis var. glabra,J.H. Kirkbr.,flowering plants,Accepted,Rubiaceae,J.H. Kirkbr.,-13.27,-41.9,1992-09-16,GBIF,K,K,K,Herbarium,3716,1
Athenaea picta,Solanaceae,Athenaea picta (Mart.) Sendtn.,Solanaceae,Athenaea picta,(Mart.) Sendtn.,flowering plants,Accepted,Solanaceae,(Mart.) Sendtn.,-23,-43.31667,NA,GBIF,G,G,G,Geneva Herbarium – General Collection (G),3547,1
Mimosa gardneri,Fabaceae,Mimosa gardneri Benth.,Fabaceae,Mimosa gardneri,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-11.6025,-46.517222,2003-09-29,GBIF,USP,USP,USP,SPF,3527,1
Rinorea guianensis,Violaceae,Violaceae Rinorea guianensis,Violaceae,Rinorea guianensis,Aubl.,flowering plants,Accepted,Violaceae,Aubl.,-2.6185037,-60.2098673,2006-01-12,TEAM,Manaus,Eduardo Eler,NA,NA,42,1
Anadenanthera peregrina,Fabaceae,Anadenanthera peregrina var. falcata (Benth.) Altschul,Fabaceae,Anadenanthera peregrina var. falcata,(Benth.)Altschul,flowering plants,Accepted,Fabaceae,(Benth.)Altschul,-13.413889,-52.354444,2008-10-14,GBIF,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),HJ,1627,1
Gonzalagunia dicocca,Rubiaceae,Gonzalagunia dicocca Cham. & Schltdl.,Rubiaceae,Gonzalagunia dicocca,Cham. & Schltdl.,flowering plants,Accepted,Rubiaceae,Cham. & Schltdl.,-14.8,-39.166667,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
NA,Apiaceae,Eryngium,Apiaceae,Eryngium,L.,flowering plants,Accepted,Apiaceae,L.,-11,-41,1996-03-12,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Clethra scabra,Clethraceae,Clethra scabra,Clethraceae,Clethra scabra,Pers.,flowering plants,Accepted,Clethraceae,Pers.,-12.433333,-41.45,1994-12-29,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
NA,Apiaceae,Hydrocotyle L.,Araliaceae,Hydrocotyle,L.,flowering plants,Accepted,Araliaceae,L.,-14.9,-39.883333,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
NA,Lamiaceae,Eriope Humb. & Bonpl. ex Benth.,Lamiaceae,Eriope,Humb. & Bonpl. ex Benth.,flowering plants,Accepted,Lamiaceae,Humb. & Bonpl. ex Benth.,-12.45,-41.45,2008-07-12,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
NA,NA,Plantae,Plantaginaceae,Plantago,L.,flowering plants,Accepted,Plantaginaceae,L.,-7.7788888889,-35.0061111111,2011-09-14,SpeciesLink,UFPB,UFPB,UFPB,JPB,306,1
Acalypha multicaulis,Euphorbiaceae,Acalypha multicaulis,Euphorbiaceae,Acalypha multicaulis,Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,Müll. Arg.,-8.320472,-37.77975,2011-11-02,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
NA,Asteraceae,Vernonia,Asteraceae,Vernonia,Schreb.,flowering plants,Accepted,Asteraceae,Schreb.,-13.1,-41.433333,1996-07-17,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Cecropia pachystachya,Urticaceae,Cecropia pachystachya Trécul,Urticaceae,Cecropia pachystachya,Trécul,flowering plants,Accepted,Urticaceae,Trécul,-22.6136,-45.1761,2007-03-01,GBIF,IAC,IAC,IAC,IAC,3493,1
Diplusodon ramosissimus,Lythraceae,Diplusodon ramosissimus Pohl,Lythraceae,Diplusodon ramosissimus,Pohl,flowering plants,Accepted,Lythraceae,Pohl,-13.41556,-48.19083,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
NA,Malvaceae,Quararibea Aubl.,Malvaceae,Quararibea,Aubl.,flowering plants,Accepted,Malvaceae,Aubl.,-14.333333,-39.383333,1992-05-03,GBIF,UESC,UESC,UESC,UESC,3702,1
NA,Asteraceae,Lessingianthus H.Rob.,Asteraceae,Lessingianthus,H. Rob.,flowering plants,Accepted,Asteraceae,H. Rob.,-18.758333,-49.521667,2013-02-11,GBIF,UnB,UnB,UnB,UB,3120,1
Amphilophium elongatum,Bignoniaceae,Distictella elongata (M.Vahl) Urban,Bignoniaceae,Distictella elongata,(Vahl) Urb.,flowering plants,Accepted,Bignoniaceae,(Vahl) L.G. Lohmann,-2.883333,-59.97,1996-04-16,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Aechmea bromeliifolia,Bromeliaceae,Aechmea bromeliifolia (Rudge) Baker,Bromeliaceae,Aechmea bromeliifolia,(Rudge) Baker,flowering plants,Accepted,Bromeliaceae,(Rudge) Baker,-20.088333,-43.638611,2017-07-25,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
NA,Compositae,Eupatorium,Asteraceae,Eupatorium,L.,flowering plants,Accepted,Asteraceae,L.,-14.116667,-47.516667,NA,SpeciesLink,UnB,UnB,UnB,UB,1227,1
Groutiella tomentosa,Orthotrichaceae,"Groutiella tomentosa Wijk & Margadant, 1960",Orthotrichaceae,Groutiella tomentosa,(Hornsch.) Wijk & Margad.,bryophytes,Accepted,Orthotrichaceae,(Hornsch.) Wijk & Margad.,-22.612222,-46.700556,1993-04-03,GBIF,UCS,UCS,UCS,HUCS,3380,1
Chamaecrista scabra,Fabaceae,Chamaecrista scabra (Benth.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista scabra,(Benth.)H.S.Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Benth.)H.S.Irwin & Barneby,-15.116667,-47,1980-05-24,GBIF,UnB,UnB,UnB,UB,3120,1
NA,Malvaceae,Sida L.,Malvaceae,Sida,L.,flowering plants,Accepted,Malvaceae,L.,-27.401667,-51.224722,1988-06-25,GBIF,PUCRS,PUCRS,PUCRS,MPUC,1839,1
NA,Myrtaceae,Myrtaceae,Myrtaceae,Myrtaceae,Juss.,flowering plants,Accepted,Myrtaceae,Juss.,-13.798333,-39.1775,2008-08-02,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Periandra coccinea,Fabaceae,Periandra coccinea (Schrad.) Benth.,Fabaceae,Periandra coccinea,(Schrad.) Benth.,flowering plants,Accepted,Fabaceae,(Schrad.) Benth.,-13.526361,-40.443306,NA,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Byrsonima sericea,Malpighiaceae,Byrsonima sericea DC.,Malpighiaceae,Byrsonima sericea,DC.,flowering plants,Accepted,Malpighiaceae,DC.,-15.181944,-45.769722,1997-12-05,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Calibrachoa micrantha,Solanaceae,Calibrachoa micrantha (R.E.Fr.) J.R.Stehmann & J.Semir,Solanaceae,Calibrachoa micrantha,(R.E. Fr.) Stehmann & Semir,flowering plants,Accepted,Solanaceae,(R.E. Fr.) Stehmann & Semir,-24.076389,-49.068333,2008-03-26,GBIF,IF,IF,IF,SPSF,2774,1
Byrsonima crispa,Malpighiaceae,Byrsonima crispa A.Juss.,Malpighiaceae,Byrsonima crispa,A. Juss.,flowering plants,Accepted,Malpighiaceae,A. Juss.,-2.883333,-59.966667,1988-04-08,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Cuphea disperma,Lythraceae,Cuphea disperma Koehne,Lythraceae,Cuphea disperma,Koehne,flowering plants,Accepted,Lythraceae,Koehne,-13.033333,-41.416667,1974-02-04,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,Solanaceae,Capsicum L.,Solanaceae,Capsicum,L.,flowering plants,Accepted,Solanaceae,L.,-12.715833,-39.762778,2006-04-08,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
NA,Poaceae,Poaceae,Poaceae,Poaceae,Barnhart,flowering plants,Accepted,Poaceae,Barnhart,-19.98,-44.110833,2008-09-23,SpeciesLink,UFMG,UFMG,UFMG,BHCB,501,1
Myrcia splendens,Myrtaceae,Myrcia splendens DC.,Myrtaceae,Myrcia splendens,(Sw.) DC.,flowering plants,Accepted,Myrtaceae,(Sw.) DC.,-22.185006,-42.435003,2013-11-28,GBIF,MBM,MBM,MBM,MBM,3422,1
NA,Asteraceae,Achyrochrome satureioides,Asteraceae,Achyrocome,Schrank,flowering plants,No opinion,Asteraceae,NA,-18.421389,-43.800556,2008-09-24,SpeciesLink,UFMG,UFMG,UFMG,BHCB,501,1
NA,Rhamnaceae,Rhamnaceae,Rhamnaceae,Rhamnaceae,Juss.,flowering plants,Accepted,Rhamnaceae,Juss.,-22.880556,-48.440278,1973-10-18,GBIF,UFMA,UFMA,UFMA,MAR,3744,1
Prunus myrtifolia,Rosaceae,Prunus myrtifolia (L.) Urb.,Rosaceae,Prunus myrtifolia,(L.) Urb.,flowering plants,Accepted,Rosaceae,(L.) Urb.,-15.6225,-42.191667,1980-10-21,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,VIOLACEAE,VIOLACEAE,Violaceae,Violaceae,Batsch,flowering plants,Accepted,Violaceae,Batsch,-19.971389,-40.530278,1993-09-15,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
NA,Elaeocarpaceae,Sloanea L.,Elaeocarpaceae,Sloanea,L.,flowering plants,Accepted,Elaeocarpaceae,L.,-24.3208,-47.6347,1971-10-20,GBIF,IAC,IAC,IAC,IAC,3493,1
Hymenaea stigonocarpa,Fabaceae,Hymenaea stigonocarpa Mart. ex Hayne,Fabaceae,Hymenaea stigonocarpa,Mart. ex Hayne,flowering plants,Accepted,Fabaceae,Mart. ex Hayne,-12.429167,-41.505556,2008-01-19,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Banara nitida,Salicaceae,Banara nitida Spruce ex Benth.,Salicaceae,Banara nitida,Spruce ex Benth.,flowering plants,Accepted,Salicaceae,Spruce ex Benth.,-9.538889,-55.898611,2006-11-11,GBIF,UNEMAT,UNEMAT,UNEMAT,HERBAM,1849,1
Rhodobryum subverticillatum,Bryaceae,"Rhodobryum subverticillatum Brotherus, 1924",Bryaceae,Rhodobryum subverticillatum,Broth.,bryophytes,Accepted,Bryaceae,Broth.,-10.773109,-53.08982,1901-09-01,GBIF,NHMUK,NHMUK,NHMUK,BOT,2075,1
Parinari montana,Chrysobalanaceae,Parinari montana Aubl.,Chrysobalanaceae,Parinari montana,Aubl.,flowering plants,Accepted,Chrysobalanaceae,Aubl.,0.818056,-67.53,2008-08-25,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Comolia villosa,Melastomataceae,Comolia villosa Triana,Melastomataceae,Comolia villosa,(Aubl.) Triana,flowering plants,Accepted,Melastomataceae,(Aubl.) Triana,-8.583333,-37.237778,2010-02-06,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
Bauhinia pulchella,Fabaceae,Bauhinia pulchella Benth.,Fabaceae,Bauhinia pulchella,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-13.37389,-41.75833,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Doliocarpus dentatus,Dilleniaceae,Dilleniaceae Doliocarpus dentatus,Dilleniaceae,Doliocarpus dentatus,(Aubl.) Standl.,flowering plants,Accepted,Dilleniaceae,(Aubl.) Standl.,-2.4066878,-59.9015673,2005-09-07,TEAM,Manaus,Eduardo Eler,NA,NA,42,1
Solanum americanum,Solanaceae,Solanum americanum Mill.,Solanaceae,Solanum americanum,Mill.,flowering plants,Accepted,Solanaceae,Mill.,-25.532972,-49.163444,2009-08-15,GBIF,PNFM,PNFM,PNFM,IRAI,1954,1
Clusia microstemon,Clusiaceae,Clusia microstemon Planch. & Triana,Clusiaceae,Clusia microstemon,Planch. & Triana,flowering plants,Accepted,Clusiaceae,Planch. & Triana,0.283333,-68.466667,NA,GBIF,NHMUK,NHMUK,NHMUK,BOT,2075,1
Tabernaemontana rupicola,Apocynaceae,Tabernaemontana rupicola Benth.,Apocynaceae,Tabernaemontana rupicola,Benth.,flowering plants,Accepted,Apocynaceae,Benth.,-2.416667,-60.97,1990-06-12,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Diplusodon oblongus,Lythraceae,Diplusodon oblongus Pohl,Lythraceae,Diplusodon oblongus,Pohl,flowering plants,Accepted,Lythraceae,Pohl,-14.15389,-47.53361,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
